,Player Name,Team Name,Position,Week Number,Points,+/-,A,ATOI,BLK,DEF,FOL,FOW,G,GA,GAA,GP,GS,GWG,HAT,HIT,L,MIN ?,OTL,PIM,PPG,PPP,SA,SHA,SHG,SHP,SO,SOG,SV,SV%,TTOI ?,W,FPPG,Over 3 FPPG,Over 4 FPPG
161,Miro Heiskanen,Esther Island Esthers,Right Wing,10,1.4,-2.0,0.0,1449.0,4.0,0.0,0.0,0.0,0.0,,,2.0,,0.0,,0.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,2898.0,,0.7,False,False
162,Oliver Bjorkstrand,Esther Island Esthers,Left Wing,10,0.9,-2.0,0.0,1126.0,0.0,,1.0,0.0,0.0,,,2.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,5.0,,,2252.0,,0.45,False,False
163,Alexis Lafreniere,Esther Island Esthers,Center,10,1.45,-1.0,0.0,880.33333333,2.0,,2.0,1.0,0.0,,,3.0,,0.0,,6.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,,2641.0,,0.48333333333333334,False,False
164,Jack Hughes,Esther Island Esthers,0,10,6.05,-10.0,0.0,1125.0,2.0,,10.0,4.0,1.0,,,4.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,11.0,,,4500.0,,1.5125,False,False
165,Brandon Tanev,Esther Island Esthers,Center,10,6.3,0.0,0.0,770.0,4.0,,1.0,0.0,1.0,,,3.0,,1.0,,6.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,2310.0,,2.1,False,False
166,Quinn Hughes,Esther Island Esthers,Right Wing,10,10.95,3.0,4.0,1625.5,1.0,4.0,0.0,0.0,0.0,,,2.0,,0.0,,0.0,,,,0.0,0.0,2.0,,0.0,0.0,0.0,,5.0,,,3251.0,,5.475,True,True
167,Seth Jones,Esther Island Esthers,Right Wing,10,2.95,2.0,0.0,1510.66666667,5.0,0.0,0.0,0.0,0.0,,,3.0,,0.0,,5.0,,,,4.0,0.0,0.0,,0.0,0.0,0.0,,8.0,,,4532.0,,0.9833333333333334,False,False
168,Boone Jenner,Esther Island Esthers,0,10,1.45,-1.0,0.0,1170.5,2.0,,20.0,22.0,0.0,,,2.0,,0.0,,1.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,6.0,,,2341.0,,0.725,False,False
169,Chris Kreider,Esther Island Esthers,Center,10,16.95,1.0,4.0,1145.0,0.0,,0.0,6.0,1.0,,,3.0,,0.0,,1.0,,,,0.0,1.0,3.0,,0.0,0.0,0.0,,12.0,,,3435.0,,5.6499999999999995,True,True
170,Dylan Cozens,Esther Island Esthers,0,10,5.2,1.0,0.0,1032.33333333,0.0,,17.0,13.0,1.0,,,3.0,,0.0,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,6.0,,,3097.0,,1.7333333333333334,False,False
171,Marc-Andre Fleury,Esther Island Esthers,Goalie,10,11.0,,,,,,,,,7.0,3.43371031,,2.0,,,,0.0,7339.0,1.0,,,0.0,77.0,,,0.0,0.0,,70.0,0.90909091,,1.0,5.5,True,True
172,Tristan Jarry,Esther Island Esthers,Goalie,10,21.8,,,,,,,,,6.0,1.96846806,,3.0,,,,0.0,10973.0,0.0,,,0.0,70.0,,,0.0,0.0,,64.0,0.91428571,,3.0,7.266666666666667,True,True
173,Elvis Merzlikins,Esther Island Esthers,Goalie,10,-2.0,,,,,,,,,8.0,4.84196369,,2.0,,,,2.0,5948.0,0.0,,,0.0,68.0,,,0.0,0.0,,60.0,0.88235294,,0.0,-1.0,False,False
174,Sean Couturier,Esther Island Esthers,0,10,4.0,0.0,1.0,1326.66666667,4.0,,25.0,28.0,0.0,,,3.0,,0.0,,2.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,6.0,,,3980.0,,1.3333333333333333,False,False
175,Jeff Carter,Esther Island Esthers,0,10,6.45,2.0,0.0,1152.0,4.0,,11.0,17.0,1.0,,,2.0,,1.0,,1.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,10.0,,,2304.0,,3.225,True,False
176,Travis Konecny,Esther Island Esthers,Left Wing,10,5.8,0.0,2.0,1201.0,0.0,,0.0,0.0,0.0,,,2.0,,0.0,,4.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,8.0,,,2402.0,,2.9,False,False
177,Cam Fowler,Esther Island Esthers,Right Wing,10,4.3,-1.0,1.0,1467.0,2.0,1.0,0.0,0.0,0.0,,,2.0,,0.0,,3.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,3.0,,,2934.0,,2.15,False,False
178,Kasperi Kapanen,Esther Island Esthers,Left Wing,10,5.25,3.0,0.0,1057.33333333,1.0,,0.0,0.0,1.0,,,3.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,6.0,,,3172.0,,1.75,False,False
179,Joe Pavelski,Esther Island Esthers,Left Wing,10,20.3,2.0,3.0,1168.66666667,3.0,,17.0,13.0,2.0,,,3.0,,0.0,,6.0,,,,2.0,2.0,3.0,,0.0,0.0,0.0,,12.0,,,3506.0,,6.766666666666667,True,True
180,Bo Horvat,Esther Island Esthers,0,10,15.95,2.0,0.0,1075.0,0.0,,17.0,21.0,3.0,,,2.0,,1.0,,4.0,,,,0.0,2.0,2.0,,0.0,0.0,0.0,,9.0,,,2150.0,,7.975,True,True
181,Charlie McAvoy,Esther Island Esthers,Right Wing,10,0.75,-3.0,0.0,1487.5,0.0,0.0,0.0,0.0,0.0,,,2.0,,0.0,,1.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,2975.0,,0.375,False,False
182,Joel Eriksson Ek,DadKnows Best,0,10,1.55,0.0,0.0,1145.0,1.0,,7.0,10.0,0.0,,,1.0,,0.0,,5.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,1145.0,,1.55,False,False
183,Anders Lee,DadKnows Best,Center,10,9.55,0.0,2.0,944.0,1.0,,2.0,3.0,1.0,,,3.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,8.0,,,2832.0,,3.1833333333333336,True,False
184,Keith Yandle,DadKnows Best,Right Wing,10,0.6,0.0,0.0,886.66666667,0.0,0.0,0.0,0.0,0.0,,,3.0,,0.0,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,,2660.0,,0.19999999999999998,False,False
185,Robin Lehner,DadKnows Best,Goalie,10,23.0,,,,,,,,,7.0,2.28447104,,3.0,,,,0.0,11031.0,0.0,,,0.0,82.0,,,0.0,0.0,,75.0,0.91463415,,3.0,7.666666666666667,True,True
186,Jakub Voracek,DadKnows Best,Left Wing,10,1.1,-2.0,0.0,798.0,1.0,,0.0,0.0,0.0,,,2.0,,0.0,,0.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,6.0,,,1596.0,,0.55,False,False
187,John Tavares,DadKnows Best,0,10,3.2,1.0,1.0,1067.0,1.0,,5.0,11.0,0.0,,,1.0,,0.0,,0.0,,,,2.0,0.0,1.0,,0.0,0.0,0.0,,0.0,,,1067.0,,3.2,True,False
188,Patrice Bergeron,DadKnows Best,0,10,4.65,1.0,0.0,1001.0,1.0,,4.0,15.0,1.0,,,1.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,,1001.0,,4.65,True,True
189,Sidney Crosby,DadKnows Best,0,10,8.8,3.0,3.0,1278.33333333,0.0,,29.0,29.0,0.0,,,3.0,,0.0,,3.0,,,,2.0,0.0,1.0,,0.0,0.0,0.0,,9.0,,,3835.0,,2.9333333333333336,False,False
190,Erik Karlsson,DadKnows Best,Right Wing,10,3.45,-1.0,1.0,1517.5,2.0,1.0,0.0,0.0,0.0,,,2.0,,0.0,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,5.0,,,3035.0,,1.725,False,False
191,Sam Reinhart,DadKnows Best,Left Wing,10,8.9,-2.0,2.0,1122.5,0.0,,15.0,7.0,1.0,,,2.0,,0.0,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,2245.0,,4.45,True,True
192,Steven Stamkos,DadKnows Best,0,10,6.95,1.0,2.0,1311.5,0.0,,8.0,18.0,0.0,,,2.0,,0.0,,4.0,,,,4.0,0.0,1.0,,0.0,0.0,0.0,,9.0,,,2623.0,,3.475,True,False
193,James van Riemsdyk,DadKnows Best,Center,10,4.65,-2.0,2.0,859.0,1.0,,0.0,0.0,0.0,,,3.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0,,,2577.0,,1.55,False,False
194,David Pastrnak,DadKnows Best,Left Wing,10,1.2,-1.0,0.0,1308.5,0.0,,0.0,1.0,0.0,,,2.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,7.0,,,2617.0,,0.6,False,False
195,Conor Garland,DadKnows Best,Left Wing,10,3.5,1.0,1.0,1058.0,3.0,,0.0,0.0,0.0,,,2.0,,0.0,,2.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,2116.0,,1.75,False,False
196,Brent Burns,DadKnows Best,Right Wing,10,6.2,-3.0,2.0,1433.0,5.0,2.0,0.0,0.0,0.0,,,2.0,,0.0,,2.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,6.0,,,2866.0,,3.1,True,False
197,Jordan Greenway,DadKnows Best,Center,10,0.6,0.0,0.0,874.0,0.0,,3.0,0.0,0.0,,,1.0,,0.0,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,,874.0,,0.6,False,False
0,Rasmus Andersson,Baltimore Bandits,Right Wing,11,5.6,3.0,1.0,1325.0,4.0,1.0,0.0,0.0,0.0,,,2.0,,0.0,,3.0,,,,2.0,0.0,0.0,,1.0,0.0,1.0,,9.0,,,2650.0,,2.8,False,False
1,Ilya Samsonov,Baltimore Bandits,Goalie,11,14.8,,,,,,,,,8.0,2.62390671,,3.0,,,,0.0,10976.0,1.0,,,0.0,77.0,,,0.0,0.0,,69.0,0.8961039,,2.0,4.933333333333334,True,True
2,Mikael Granlund,Baltimore Bandits,Center,11,0.15,1.0,0.0,1234.0,0.0,,8.0,12.0,0.0,,,1.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,1234.0,,0.15,False,False
3,Anthony Duclair,Baltimore Bandits,Center,11,17.2,6.0,2.0,939.66666667,0.0,,0.0,0.0,3.0,,,3.0,,1.0,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,6.0,,,2819.0,,5.733333333333333,True,True
4,Jordan Eberle,Baltimore Bandits,Left Wing,11,4.0,-3.0,1.0,1096.0,1.0,,0.0,2.0,0.0,,,3.0,,0.0,,2.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,10.0,,,3288.0,,1.3333333333333333,False,False
5,Mackenzie Blackwood,Baltimore Bandits,Goalie,11,13.8,,,,,,,,,8.0,3.83437625,,2.0,,,,0.0,7511.0,0.0,,,0.0,67.0,,,0.0,0.0,,59.0,0.88059701,,2.0,6.9,True,True
6,Andrew Copp,Baltimore Bandits,0,11,6.65,-1.0,0.0,1054.0,3.0,,0.0,0.0,1.0,,,1.0,,0.0,,1.0,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,6.0,,,1054.0,,6.65,True,True
7,Evgeny Kuznetsov,Baltimore Bandits,0,11,13.7,-3.0,1.0,1307.33333333,1.0,,30.0,17.0,2.0,,,3.0,,1.0,,1.0,,,,0.0,0.0,1.0,,0.0,1.0,1.0,,9.0,,,3922.0,,4.566666666666666,True,True
8,Anze Kopitar,Baltimore Bandits,0,11,6.6,-2.0,2.0,1363.0,2.0,,26.0,36.0,0.0,,,3.0,,0.0,,3.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,5.0,,,4089.0,,2.1999999999999997,False,False
9,Oliver Ekman-Larsson,Baltimore Bandits,Right Wing,11,5.15,0.0,1.0,1417.0,4.0,1.0,0.0,0.0,0.0,,,3.0,,0.0,,3.0,,,,2.0,0.0,1.0,,0.0,0.0,0.0,,6.0,,,4251.0,,1.7166666666666668,False,False
10,Mikko Koskinen,Baltimore Bandits,Goalie,11,1.2,,,,,,,,,3.0,2.81837161,,1.0,,,,0.0,3832.0,1.0,,,0.0,29.0,,,0.0,0.0,,26.0,0.89655172,,0.0,1.2,False,False
11,Jonathan Toews,Baltimore Bandits,0,11,0.45,-2.0,0.0,1075.0,0.0,,17.0,24.0,0.0,,,2.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,,2150.0,,0.225,False,False
12,Teuvo Teravainen,Baltimore Bandits,Left Wing,11,11.65,0.0,0.0,987.0,0.0,,0.0,1.0,2.0,,,2.0,,0.0,,0.0,,,,0.0,1.0,1.0,,0.0,1.0,1.0,,11.0,,,1974.0,,5.825,True,True
13,Andreas Johnsson,Baltimore Bandits,Center,11,4.35,0.0,2.0,887.5,1.0,,1.0,0.0,0.0,,,2.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,,1775.0,,2.175,False,False
14,John Klingberg,Baltimore Bandits,Right Wing,11,3.5,0.0,1.0,1240.0,1.0,1.0,0.0,0.0,0.0,,,1.0,,0.0,,0.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,2.0,,,1240.0,,3.5,True,False
15,Mats Zuccarello,Baltimore Bandits,Left Wing,11,6.5,0.0,3.0,1228.5,1.0,,0.0,2.0,0.0,,,2.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,,2457.0,,3.25,True,False
16,Connor McDavid,Baltimore Bandits,0,11,14.6,0.0,2.0,1459.0,4.0,,23.0,21.0,2.0,,,3.0,,0.0,,2.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,10.0,,,4377.0,,4.866666666666666,True,True
17,Tom Wilson,Baltimore Bandits,Left Wing,11,2.3,-2.0,0.0,1133.33333333,1.0,,2.0,2.0,0.0,,,3.0,,0.0,,10.0,,,,23.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,3400.0,,0.7666666666666666,False,False
18,Drew Doughty,Baltimore Bandits,Right Wing,11,8.85,1.0,3.0,1604.33333333,4.0,3.0,0.0,0.0,0.0,,,3.0,,0.0,,3.0,,,,2.0,0.0,1.0,,0.0,0.0,0.0,,4.0,,,4813.0,,2.9499999999999997,False,False
19,Chandler Stephenson,Baltimore Bandits,0,11,12.6,-1.0,3.0,1156.5,2.0,,33.0,25.0,1.0,,,4.0,,1.0,,2.0,,,,6.0,1.0,1.0,,0.0,0.0,0.0,,6.0,,,4626.0,,3.15,True,False
20,Brandon Saad,Baltimore Bandits,Center,11,5.6,0.0,0.0,1152.0,0.0,,0.0,1.0,1.0,,,2.0,,0.0,,0.0,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,4.0,,,2304.0,,2.8,False,False
21,Zach Werenski,Baltimore Bandits,Right Wing,11,4.95,0.0,0.0,1668.0,1.0,1.0,0.0,0.0,1.0,,,2.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,3336.0,,2.475,False,False
22,Claude Giroux,Baltimore Bandits,Center,11,11.25,-1.0,4.0,1239.0,1.0,,29.0,43.0,0.0,,,3.0,,0.0,,1.0,,,,2.0,0.0,2.0,,0.0,0.0,0.0,,6.0,,,3717.0,,3.75,True,False
23,Jack Campbell,Carolina Tony,Goalie,11,14.6,,,,,,,,,0.0,0.0,,1.0,,,,0.0,3592.0,0.0,,,0.0,23.0,,,0.0,1.0,,23.0,1.0,,1.0,14.6,True,True
24,Tomas Hertl,Carolina Tony,0,11,12.45,2.0,1.0,1255.66666667,1.0,,25.0,33.0,2.0,,,3.0,,1.0,,4.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,11.0,,,3767.0,,4.1499999999999995,True,True
25,Kaapo Kakko,Carolina Tony,Left Wing,11,3.05,2.0,1.0,974.0,0.0,,0.0,0.0,0.0,,,3.0,,0.0,,0.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,7.0,,,2922.0,,1.0166666666666666,False,False
26,Andrei Vasilevskiy,Carolina Tony,Goalie,11,6.0,,,,,,,,,7.0,3.50243224,,2.0,,,,1.0,7195.0,0.0,,,0.0,62.0,,,0.0,0.0,,55.0,0.88709677,,1.0,3.0,True,False
27,Nazem Kadri,Carolina Tony,0,11,3.3,0.0,1.0,1146.0,0.0,,5.0,1.0,0.0,,,1.0,,0.0,,0.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,2.0,,,1146.0,,3.3,True,False
28,Max Pacioretty,Carolina Tony,Center,11,4.5,-1.0,1.0,1100.0,0.0,,0.0,0.0,0.0,,,2.0,,0.0,,3.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,7.0,,,2200.0,,2.25,False,False
29,Leon Draisaitl,Carolina Tony,Center,11,11.95,0.0,1.0,1402.0,0.0,,29.0,34.0,2.0,,,3.0,,0.0,,6.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,7.0,,,4206.0,,3.983333333333333,True,False
30,Jacob Trouba,Carolina Tony,Right Wing,11,5.05,1.0,1.0,1408.0,4.0,1.0,0.0,0.0,0.0,,,3.0,,0.0,,11.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,4224.0,,1.6833333333333333,False,False
31,Kyle Connor,Carolina Tony,Center,11,7.65,1.0,1.0,1404.0,1.0,,0.0,0.0,1.0,,,1.0,,1.0,,0.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,3.0,,,1404.0,,7.65,True,True
32,Dominik Kubalik,Carolina Tony,Center,11,1.5,-1.0,0.0,924.0,0.0,,0.0,0.0,0.0,,,2.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,9.0,,,1848.0,,0.75,False,False
33,Ryan Strome,Carolina Tony,0,11,7.6,-1.0,1.0,1162.0,2.0,,25.0,17.0,1.0,,,3.0,,0.0,,2.0,,,,6.0,0.0,0.0,,0.0,0.0,0.0,,6.0,,,3486.0,,2.533333333333333,False,False
34,Jonathan Marchessault,Carolina Tony,Center,11,14.35,1.0,1.0,1083.5,1.0,,5.0,3.0,2.0,,,4.0,,0.0,,2.0,,,,2.0,0.0,1.0,,0.0,0.0,0.0,,19.0,,,4334.0,,3.5875,True,False
35,Pavel Buchnevich,Carolina Tony,Left Wing,11,3.3,1.0,1.0,1051.0,0.0,,0.0,0.0,0.0,,,1.0,,0.0,,0.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,2.0,,,1051.0,,3.3,True,False
36,Neal Pionk,Carolina Tony,Right Wing,11,0.95,1.0,0.0,1473.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0,,,1473.0,,0.95,False,False
37,Torey Krug,Carolina Tony,Right Wing,11,10.3,4.0,2.0,1279.0,2.0,3.0,0.0,0.0,1.0,,,2.0,,0.0,,1.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,5.0,,,2558.0,,5.15,True,True
38,William Karlsson,Carolina Tony,0,11,4.6,1.0,1.0,1135.5,4.0,,33.0,32.0,0.0,,,4.0,,0.0,,1.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,11.0,,,4542.0,,1.15,False,False
39,Tyler Seguin,Carolina Tony,0,11,4.9,3.0,0.0,975.0,0.0,,1.0,5.0,1.0,,,1.0,,0.0,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,975.0,,4.9,True,True
40,Ryan Johansen,Carolina Tony,0,11,13.6,-1.0,1.0,959.66666667,2.0,,21.0,24.0,2.0,,,3.0,,1.0,,1.0,,,,2.0,1.0,2.0,,0.0,0.0,0.0,,7.0,,,2879.0,,4.533333333333333,True,True
41,Vincent Trocheck,Carolina Tony,0,11,4.8,-1.0,2.0,1076.5,1.0,,7.0,21.0,0.0,,,2.0,,0.0,,3.0,,,,4.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,,2153.0,,2.4,False,False
42,Tony DeAngelo,Carolina Tony,Right Wing,11,4.0,1.0,1.0,1174.5,4.0,1.0,0.0,0.0,0.0,,,2.0,,0.0,,2.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,6.0,,,2349.0,,2.0,False,False
43,John Carlson,Carolina Tony,Right Wing,11,19.35,5.0,4.0,1474.66666667,2.0,6.0,0.0,0.0,2.0,,,3.0,,0.0,,2.0,,,,0.0,0.0,0.0,,1.0,0.0,1.0,,11.0,,,4424.0,,6.45,True,True
44,Evan Rodrigues,Carolina Tony,0,11,16.1,0.0,0.0,1072.0,1.0,,8.0,9.0,3.0,,,1.0,,0.0,1.0,0.0,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,6.0,,,1072.0,,16.1,True,True
45,William Nylander,Carolina Tony,Left Wing,11,8.45,3.0,0.0,1021.0,0.0,,0.0,1.0,2.0,,,1.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0,,,1021.0,,8.45,True,True
46,Elias Lindholm,HC FirePucks,Left Wing,11,6.6,5.0,0.0,1228.5,2.0,,13.0,27.0,1.0,,,2.0,,1.0,,1.0,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,7.0,,,2457.0,,3.3,True,False
47,Victor Olofsson,HC FirePucks,Left Wing,11,6.4,-2.0,2.0,925.0,1.0,,0.0,0.0,0.0,,,3.0,,0.0,,0.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,8.0,,,2775.0,,2.1333333333333333,False,False
48,Shea Theodore,HC FirePucks,Right Wing,11,12.65,3.0,4.0,1519.5,2.0,4.0,0.0,0.0,0.0,,,4.0,,0.0,,4.0,,,,0.0,0.0,2.0,,0.0,0.0,0.0,,11.0,,,6078.0,,3.1625,True,False
49,Bowen Byram,HC FirePucks,Right Wing,11,0.65,0.0,0.0,1115.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,,1115.0,,0.65,False,False
50,Tim Stutzle,HC FirePucks,Center,11,0.8,-4.0,0.0,1076.0,1.0,,7.0,1.0,0.0,,,1.0,,0.0,,3.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,,1076.0,,0.8,False,False
51,John Gibson,HC FirePucks,Goalie,11,6.4,,,,,,,,,5.0,2.49100471,,2.0,,,,1.0,7226.0,1.0,,,0.0,82.0,,,0.0,0.0,,77.0,0.93902439,,0.0,3.2,True,False
52,Alex Newhook,HC FirePucks,0,11,0.0,-1.0,0.0,798.0,0.0,,5.0,4.0,0.0,,,1.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,798.0,,0.0,False,False
53,Evan Bouchard,HC FirePucks,Right Wing,11,6.55,0.0,0.0,1206.0,6.0,1.0,0.0,0.0,1.0,,,3.0,,0.0,,2.0,,,,4.0,0.0,0.0,,0.0,0.0,0.0,,7.0,,,3618.0,,2.183333333333333,False,False
54,Martin Necas,HC FirePucks,0,11,6.2,0.0,2.0,1025.5,0.0,,1.0,2.0,0.0,,,2.0,,0.0,,2.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,6.0,,,2051.0,,3.1,True,False
55,Rasmus Dahlin,HC FirePucks,Right Wing,11,8.15,-3.0,3.0,1596.33333333,4.0,3.0,0.0,0.0,0.0,,,3.0,,0.0,,4.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,5.0,,,4789.0,,2.716666666666667,False,False
56,Jake Oettinger,HC FirePucks,Goalie,11,4.8,,,,,,,,,4.0,4.01897851,,1.0,,,,0.0,3583.0,0.0,,,0.0,23.0,,,0.0,0.0,,19.0,0.82608696,,1.0,4.8,True,True
57,Juuse Saros,HC FirePucks,Goalie,11,11.4,,,,,,,,,1.0,1.0,,1.0,,,,0.0,3600.0,0.0,,,0.0,38.0,,,0.0,0.0,,37.0,0.97368421,,1.0,11.4,True,True
58,Jared McCann,HC FirePucks,Center,11,8.85,-3.0,1.0,1078.66666667,1.0,,13.0,9.0,1.0,,,3.0,,0.0,,2.0,,,,2.0,0.0,1.0,,0.0,0.0,0.0,,9.0,,,3236.0,,2.9499999999999997,False,False
59,Jordan Kyrou,HC FirePucks,0,11,22.45,4.0,4.0,1009.5,2.0,,1.0,1.0,3.0,,,2.0,,1.0,,0.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,7.0,,,2019.0,,11.225,True,True
60,Johnny Gaudreau,HC FirePucks,Center,11,21.35,5.0,3.0,1241.5,0.0,,0.0,0.0,3.0,,,2.0,,0.0,,1.0,,,,0.0,1.0,2.0,,0.0,0.0,0.0,,8.0,,,2483.0,,10.675,True,True
61,Mikko Rantanen,HC FirePucks,Left Wing,11,10.25,2.0,2.0,1355.0,1.0,,0.0,1.0,1.0,,,1.0,,0.0,,1.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,6.0,,,1355.0,,10.25,True,True
62,Cale Makar,HC FirePucks,Right Wing,11,3.6,2.0,1.0,1483.0,0.0,1.0,0.0,0.0,0.0,,,1.0,,0.0,,1.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,,3.0,,,1483.0,,3.6,True,False
63,Viktor Arvidsson,HC FirePucks,Left Wing,11,13.6,3.0,2.0,993.33333333,2.0,,0.0,1.0,2.0,,,3.0,,0.0,,0.0,,,,4.0,0.0,0.0,,0.0,0.0,0.0,,8.0,,,2980.0,,4.533333333333333,True,True
64,Dawson Mercer,HC FirePucks,0,11,9.5,-1.0,2.0,870.66666667,3.0,,8.0,10.0,1.0,,,3.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,6.0,,,2612.0,,3.1666666666666665,True,False
65,Zach Hyman,Vasili's POD SQUAD,Center,11,3.55,0.0,1.0,1196.33333333,1.0,,0.0,2.0,0.0,,,3.0,,0.0,,5.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,3589.0,,1.1833333333333333,False,False
66,Ryan Getzlaf,Vasili's POD SQUAD,0,11,6.85,-1.0,0.0,1160.0,1.0,,18.0,18.0,1.0,,,2.0,,0.0,,7.0,,,,9.0,1.0,1.0,,0.0,0.0,0.0,,4.0,,,2320.0,,3.425,True,False
67,Carter Verhaeghe,Vasili's POD SQUAD,0,11,7.35,2.0,1.0,926.0,0.0,,0.0,0.0,1.0,,,3.0,,0.0,,4.0,,,,6.0,0.0,0.0,,0.0,0.0,0.0,,5.0,,,2778.0,,2.4499999999999997,False,False
68,Maxime Lagace,Vasili's POD SQUAD,Goalie,11,1.6,,,,,,,,,10.0,6.11413043,,2.0,,,,1.0,5888.0,0.0,,,0.0,58.0,,,0.0,0.0,,48.0,0.82758621,,1.0,0.8,False,False
69,Artemi Panarin,Vasili's POD SQUAD,Center,11,8.95,0.0,2.0,1341.0,1.0,,0.0,0.0,1.0,,,2.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,5.0,,,2682.0,,4.475,True,True
70,Roope Hintz,Vasili's POD SQUAD,0,11,5.8,2.0,0.0,1080.0,1.0,,4.0,3.0,1.0,,,1.0,,0.0,,0.0,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,4.0,,,1080.0,,5.8,True,True
71,David Perron,Vasili's POD SQUAD,Left Wing,11,4.95,0.0,0.0,986.0,1.0,,0.0,0.0,1.0,,,1.0,,0.0,,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,986.0,,4.95,True,True
